 	رده:انجمن سرطان آمریکا	Category:American_Cancer_Society	American_Cancer_Society
 	رده:گرد و غبار	Category:Dust	Dust
 	رده:داست بول	Category:Dust_Bowl	Dust_Bowl
 	رده:دیرسویل، آیووا	Category:Dyersville,_Iowa	Dyersville,_Iowa
 	رده:دیلن تامس	Category:Dylan_Thomas	Dylan_Thomas
 	رده:روش توسعه سامانه‌های پویا	Category:Dynamic_systems_development_method	Dynamic_systems_development_method
 	رده:دزااودزی	Category:Dzaoudzi	Dzaoudzi
 	رده:مدرسه نقاشی دوسلدورف	Category:Düsseldorf_school_of_painting	Düsseldorf_school_of_painting
 	رده:بخش فوریت‌های پزشکی (مجموعه تلویزیونی)	Category:ER_(TV_series)	ER_(TV_series)
 	رده:ایزلی، کارولینای جنوبی	Category:Easley,_South_Carolina	Easley,_South_Carolina
 	رده:باشگاه فوتبال بنگال شرقی	Category:East_Bengal_F.C.	East_Bengal_F.C.
 	رده:ایست کووز	Category:East_Cowes	East_Cowes
 	رده:منطقه شرق (کامرون)	Category:East_Region_(Cameroon)	East_Region_(Cameroon)
 	رده:استان شرقی (کنیا)	Category:Eastern_Province_(Kenya)	Eastern_Province_(Kenya)
 	رده:کرانه شرقی مریلند	Category:Eastern_Shore_of_Maryland	Eastern_Shore_of_Maryland
 	رده:مدرسه موسیقی ایستمن	Category:Eastman_School_of_Music	Eastman_School_of_Music
 	رده:ابرمان‌اشتات	Category:Ebermannstadt	Ebermannstadt
 	رده:ابرسباخ نویگرسدورف	Category:Ebersbach-Neugersdorf	Ebersbach-Neugersdorf
 	رده:ابتسو، هوکایدو	Category:Ebetsu,_Hokkaido	Ebetsu,_Hokkaido
 	رده:ایالت ابونیی	Category:Ebonyi_State	Ebonyi_State
 	رده:اکلز، منچستر بزرگ	Category:Eccles,_Greater_Manchester	Eccles,_Greater_Manchester
 	رده:باشگاه فوتبال اکلشال	Category:Eccleshall_F.C.	Eccleshall_F.C.
 	رده:پوست‌اندازان	Category:Ecdysozoa	Ecdysozoa
 	رده:ولایت اچیگو	Category:Echigo_Province	Echigo_Province
 	رده:اخت-سوسترن	Category:Echt-Susteren	Echt-Susteren
 	رده:بوم‌فمینیسم	Category:Ecofeminism	Ecofeminism
 	رده:سازمان همکاری اقتصادی	Category:Economic_Cooperation_Organization	Economic_Cooperation_Organization
 	رده:گروه اکونومیست	Category:Economist_Group	Economist_Group
 	رده:برون‌پوست	Category:Ectoderm	Ectoderm
 	رده:اد بالز	Category:Ed_Balls	Ed_Balls
 	رده:ایدام-فولن‌دام	Category:Edam-Volendam	Edam-Volendam
 	رده:ادوژم	Category:Edegem	Edegem
 	رده:ادگار لونگو	Category:Edgar_Lungu	Edgar_Lungu
 	رده:دانشگاه نپیر ادینبورگ	Category:Edinburgh_Napier_University	Edinburgh_Napier_University
 	رده:دانشگاه ادیث کوان	Category:Edith_Cowan_University	Edith_Cowan_University
 	رده:ادمونتون اویلرز	Category:Edmonton_Oilers	Edmonton_Oilers
 	رده:ادوارد گوری	Category:Edward_Gorey	Edward_Gorey
 	رده:ادوارد هیت	Category:Edward_Heath	Edward_Heath
 	رده:ادوارد هاپر	Category:Edward_Hopper	Edward_Hopper
 	رده:ایمنس	Category:Eemnes	Eemnes
 	رده:ایمس‌موند	Category:Eemsmond	Eemsmond
 	رده:ایرسل	Category:Eersel	Eersel
 	رده:دانشگاه اژه	Category:Ege_University	Ege_University
 	رده:اگشن	Category:Egersund	Egersund
 	رده:اگولسهایم	Category:Eggolsheim	Eggolsheim
 	رده:باشگاه فوتبال اگم تاون	Category:Egham_Town_F.C.	Egham_Town_F.C.
 	رده:اگلوفشتاین	Category:Egloffstein	Egloffstein
 	رده:دانشکده نظامی مصر	Category:Egyptian_Military_Academy	Egyptian_Military_Academy
 	رده:اهرنفلد (کلن)	Category:Ehrenfeld,_Cologne	Ehrenfeld,_Cologne
 	رده:آیشسفلد (ناحیه)	Category:Eichsfeld_(district)	Eichsfeld_(district)
 	رده:آیش‌شتت	Category:Eichstätt	Eichstätt
 	رده:اید	Category:Eide	Eide
 	رده:ایگر	Category:Eiger	Eiger
 	رده:فوتبال ۸ نفره	Category:Eight-man_football	Eight-man_football
 	رده:ایسدن-مارخراتن	Category:Eijsden-Margraten	Eijsden-Margraten
 	رده:ایمسبوتل	Category:Eimsbüttel	Eimsbüttel
 	رده:ایالت اکیتی	Category:Ekiti_State	Ekiti_State
 	رده:ناحیه عنصر	Category:El_Ancer_District	El_Ancer_District
 	رده:ناحیه عوانه	Category:El_Aouana_District	El_Aouana_District
 	رده:ال چاوو دل اوچو	Category:El_Chavo_del_Ocho	El_Chavo_del_Ocho
 	رده:ناحیه میلیه	Category:El_Milia_District	El_Milia_District
 	رده:ناحیه منیعه	Category:El_Ménia_District	El_Ménia_District
 	رده:خیارهای دریایی شگرف	Category:Elasipodida	Elasipodida
 	رده:ال‌بورخ	Category:Elburg	Elburg
 	رده:الدورا، آیووا	Category:Eldora,_Iowa	Eldora,_Iowa
 	رده:النور روزولت	Category:Eleanor_Roosevelt	Eleanor_Roosevelt
 	رده:انتخابات در جمهوری خلق چین	Category:Elections_in_China	Elections_in_China
 	رده:کیفیت توان	Category:Electric_power_quality	Electric_power_quality
 	رده:درمان با ضربه الکتریکی تشنج‌آور	Category:Electroconvulsive_therapy	Electroconvulsive_therapy
 	رده:کهربایی‌ها	Category:Electron_(bird)	Electron_(bird)
 	رده:ای۳	Category:Electronic_Entertainment_Expo	Electronic_Entertainment_Expo
 	رده:تراکنش الکترونیکی	Category:Electronic_funds_transfer	Electronic_funds_transfer
 	رده:نمونه‌های رأی‌گیری الکترونیکی در جهان	Category:Electronic_voting_by_country	Electronic_voting_by_country
 	رده:الفتریوس ونیزلوس	Category:Eleftherios_Venizelos	Eleftherios_Venizelos
 	رده:الیزابت کدی استانتون	Category:Elizabeth_Cady_Stanton	Elizabeth_Cady_Stanton
 	رده:عصر الیزابت	Category:Elizabethan_era	Elizabethan_era
 	رده:الکادر، آیووا	Category:Elkader,_Iowa	Elkader,_Iowa
 	رده:الهورن، ویسکانسین	Category:Elkhorn,_Wisconsin	Elkhorn,_Wisconsin
 	رده:الکینس، ویرجینیای غربی	Category:Elkins,_West_Virginia	Elkins,_West_Virginia
 	رده:ال کینگ	Category:Elle_King	Elle_King
 	رده:الزمر پورت	Category:Ellesmere_Port	Ellesmere_Port
 	رده:جزیره ایلیس	Category:Ellis_Island	Ellis_Island
 	رده:ایلماداگ	Category:Elmadağ,_Ankara	Elmadağ,_Ankara
 	رده:المشتاین	Category:Elmstein	Elmstein
 	رده:الوی، آریزونا	Category:Eloy,_Arizona	Eloy,_Arizona
 	رده:الپیدیو کوئیرینو	Category:Elpidio_Quirino	Elpidio_Quirino
 	رده:باشگاه فوتبال ایلی سیتی	Category:Ely_City_F.C.	Ely_City_F.C.
 	رده:امامزاده طاهر (کرج)	Category:Emamzadeh_Taher	Emamzadeh_Taher
 	رده:امیلیا کلارک	Category:Emilia_Clarke	Emilia_Clarke
 	رده:امیلی آوتم	Category:Emilie_Autumn	Emilie_Autumn
 	رده:امیلیو آگوینالدو	Category:Emilio_Aguinaldo	Emilio_Aguinaldo
 	رده:امارت افغانستان	Category:Emirate_of_Afghanistan	Emirate_of_Afghanistan
 	رده:امارت بخارا	Category:Emirate_of_Bukhara	Emirate_of_Bukhara
 	رده:امانوئل لویناس	Category:Emmanuel_Levinas	Emmanuel_Levinas
 	رده:امانوئل مکرون	Category:Emmanuel_Macron	Emmanuel_Macron
 	رده:املین پنکهرست	Category:Emmeline_Pankhurst	Emmeline_Pankhurst
 	رده:امندینگن (ناحیه)	Category:Emmendingen_(district)	Emmendingen_(district)
 	رده:امپراتوری نیقیه	Category:Empire_of_Nicaea	Empire_of_Nicaea
 	رده:امپراتوری ترابوزان	Category:Empire_of_Trebizond	Empire_of_Trebizond
 	رده:امپایر آو د سان	Category:Empire_of_the_Sun_(band)	Empire_of_the_Sun_(band)
 	رده:شبکه آندوپلاسمی	Category:Endoplasmic_reticulum	Endoplasmic_reticulum
 	رده:انفیلد، نیوهمپشایر	Category:Enfield,_New_Hampshire	Enfield,_New_Hampshire
 	رده:انفیلد تاون	Category:Enfield_Town	Enfield_Town
 	رده:آنگیین	Category:Enghien	Enghien
 	رده:تاریخ محلی	Category:English_local_history	English_local_history
 	رده:انک‌هایزن	Category:Enkhuizen	Enkhuizen
 	رده:انپه-رور-کرایس	Category:Ennepe-Ruhr-Kreis	Ennepe-Ruhr-Kreis
 	رده:انتروباکتریاسیا	Category:Enterobacteriaceae	Enterobacteriaceae
 	رده:جرایم زیست‌محیطی	Category:Environmental_crime	Environmental_crime
 	رده:مسائل زیست‌محیطی در ایران	Category:Environmental_issues_in_Iran	Environmental_issues_in_Iran
 	رده:انتسکرایس	Category:Enzkreis	Enzkreis
 	رده:مکتب افسوسی	Category:Ephesian_school	Ephesian_school
 	رده:اپی‌نفرین	Category:Epinephrine	Epinephrine
 	رده:نامه یهودا	Category:Epistle_of_Jude	Epistle_of_Jude
 	رده:نامه به فیلمون	Category:Epistle_to_Philemon	Epistle_to_Philemon
 	رده:نامه به کولسیان	Category:Epistle_to_the_Colossians	Epistle_to_the_Colossians
 	رده:اپینگ، نیوهمپشایر	Category:Epping,_New_Hampshire	Epping,_New_Hampshire
 	رده:باشگاه فوتبال اپسوم و اول	Category:Epsom_&_Ewell_F.C.	Epsom_&_Ewell_F.C.
 	رده:ناجورچنگ‌واران	Category:Eriphioidea	Eriphioidea
 	رده:باشگاه فوتبال اریث و بلودر	Category:Erith_&_Belvedere_F.C.	Erith_&_Belvedere_F.C.
 	رده:جنگ استقلال اریتره	Category:Eritrean_War_of_Independence	Eritrean_War_of_Independence
 	رده:ارل استنلی گاردنر	Category:Erle_Stanley_Gardner	Erle_Stanley_Gardner
 	رده:ارملو	Category:Ermelo	Ermelo
 	رده:ارنست یونگر	Category:Ernst_Jünger	Ernst_Jünger
 	رده:ارود (هند)	Category:Erode	Erode
 	رده:اروگه	Category:Eroge	Eroge
 	رده:سوسک‌های قارچ‌خور	Category:Erotylidae	Erotylidae
 	رده:تأویل	Category:Esoteric_interpretation_of_the_Quran	Esoteric_interpretation_of_the_Quran
 	رده:اسپیریتو سانتو (وانواتو)	Category:Espiritu_Santo	Espiritu_Santo
 	رده:باشگاه فوتبال باهیا	Category:Esporte_Clube_Bahia	Esporte_Clube_Bahia
 	رده:ااسلینگن (ناحیه)	Category:Esslingen_(district)	Esslingen_(district)
 	رده:عبارت تشکیل	Category:Establishment_Clause	Establishment_Clause
 	رده:استیون، ساسکاچوان	Category:Estevan	Estevan
 	رده:برآوردگر	Category:Estimator	Estimator
 	رده:آکادمی موسیقی و تئاتر استونی	Category:Estonian_Academy_of_Music_and_Theatre	Estonian_Academy_of_Music_and_Theatre
 	رده:استری، کبک	Category:Estrie	Estrie
 	رده:جبهه دمکراتیک انقلابی خلق اتیوپی	Category:Ethiopian_People's_Revolutionary_Democratic_Front	Ethiopian_People's_Revolutionary_Democratic_Front
 	رده:اتن‌لور	Category:Etten-Leur	Etten-Leur
 	رده:شهرستان اومسئونگ	Category:Eumseong_County	Eumseong_County
 	رده:لطیف‌بالان	Category:Euphaeidae	Euphaeidae
 	رده:اتحادیه اقتصادی اوراسیا	Category:Eurasian_Economic_Union	Eurasian_Economic_Union
 	رده:یوریکا، کانزاس	Category:Eureka,_Kansas	Eureka,_Kansas
 	رده:سازمان اروپایی انرژی اتمی	Category:European_Atomic_Energy_Community	European_Atomic_Energy_Community
 	رده:اتحادیه خلبانان اروپایی	Category:European_Cockpit_Association	European_Cockpit_Association
 	رده:جاده ئی۴۰ اروپا	Category:European_route_E40	European_route_E40
 	رده:جاده ئی۸۵ اروپا	Category:European_route_E85	European_route_E85
 	رده:جاده ئی۹۵ اروپا	Category:European_route_E95	European_route_E95
 	رده:مسابقه آواز یوروویژن ۲۰۱۷	Category:Eurovision_Song_Contest_2017	Eurovision_Song_Contest_2017
 	رده:یوریتمیکس	Category:Eurythmics	Eurythmics
 	رده:ایوسکالتل-ایوسکادی	Category:Euskaltel–Euskadi	Euskaltel–Euskadi
 	رده:اویسکیرشن (ناحیه)	Category:Euskirchen_(district)	Euskirchen_(district)
 	رده:راست‌پی‌ها	Category:Euthyneura	Euthyneura
 	رده:ایون بای	Category:Evan_Bayh	Evan_Bayh
 	رده:اونستون، وایومینگ	Category:Evanston,_Wyoming	Evanston,_Wyoming
 	رده:عصر	Category:Evening	Evening
 	رده:مدیریت رویداد	Category:Event_management	Event_management
 	رده:برون‌سوراخان	Category:Exoporia	Exoporia
 	رده:اکسپدیا	Category:Expedia,_Inc.	Expedia,_Inc.
 	رده:راک تجربی	Category:Experimental_rock	Experimental_rock
 	رده:رنگ چشم	Category:Eye_color	Eye_color
 	رده:باشگاه فوتبال اینسبوری راورز	Category:Eynesbury_Rovers_F.C.	Eynesbury_Rovers_F.C.
 	رده:جایزه فاماس	Category:FAMAS_Award	FAMAS_Award
 	رده:باشگاه فوتبال احمد گروزنی	Category:FC_Akhmat_Grozny	FC_Akhmat_Grozny
 	رده:باشگاه فوتبال آسترا جورجو	Category:FC_Astra_Giurgiu	FC_Astra_Giurgiu
 	رده:باشگاه فوتبال فاستاو زلین	Category:FC_Fastav_Zlín	FC_Fastav_Zlín
 	رده:باشگاه فوتبال گومل	Category:FC_Gomel	FC_Gomel
 	رده:باشگاه فوتبال لوگانو	Category:FC_Lugano	FC_Lugano
 	رده:باشگاه فوتبال لوتسرن	Category:FC_Luzern	FC_Luzern
 	رده:باشگاه فوتبال سیونی بولنیسی	Category:FC_Sioni_Bolnisi	FC_Sioni_Bolnisi
 	رده:باشگاه فوتبال تی‌وی‌ام‌کی	Category:FC_TVMK	FC_TVMK
 	رده:باشگاه فوتبال تون	Category:FC_Thun	FC_Thun
 	رده:باشگاه فوتبال اوفا	Category:FC_Ufa	FC_Ufa
 	رده:باشگاه فوتبال زوریا لوهانسک	Category:FC_Zorya_Luhansk	FC_Zorya_Luhansk
 	رده:تیم دوچرخه‌سواری اف‌دی‌جی	Category:FDJ_(cycling_team)	FDJ_(cycling_team)
 	رده:اف‌اف‌امپگ	Category:FFmpeg	FFmpeg
 	رده:جام بسکتبال آسیا	Category:FIBA_Asia_Cup	FIBA_Asia_Cup
 	رده:بازیکن سال فوتبال جهان	Category:FIFA_World_Player_of_the_Year	FIFA_World_Player_of_the_Year
 	رده:باشگاه فوتبال لیپایاس متالورگس	Category:FK_Liepājas_Metalurgs	FK_Liepājas_Metalurgs
 	رده:باشگاه فوتبال تسویکاو	Category:FSV_Zwickau	FSV_Zwickau
 	رده:فاآفافینه	Category:Fa'afafine	Fa'afafine
 	رده:چهره‌های مرگ	Category:Faces_of_Death	Faces_of_Death
 	رده:فافه	Category:Fafe	Fafe
 	رده:تقسیم منصفانه	Category:Fair_division	Fair_division
 	رده:فیث هیل	Category:Faith_Hill	Faith_Hill
 	رده:بخش فالکنبری	Category:Falkenberg_Municipality	Falkenberg_Municipality
 	رده:سقوط قسطنطنیه	Category:Fall_of_Constantinople	Fall_of_Constantinople
 	رده:فالستون، مریلند	Category:Fallston,_Maryland	Fallston,_Maryland
 	رده:ناحیه فاماگوستا	Category:Famagusta_District	Famagusta_District
 	رده:فار ایسترن ایر ترنسپورت	Category:Far_Eastern_Air_Transport	Far_Eastern_Air_Transport
 	رده:شمال دور کوئینزلند	Category:Far_North_Queensland	Far_North_Queensland
 	رده:منطقه شمال دور	Category:Far_North_Region_(Cameroon)	Far_North_Region_(Cameroon)
 	رده:فارا سن مارتینو	Category:Fara_San_Martino	Fara_San_Martino
 	رده:فارگو (مجموعه تلویزیونی)	Category:Fargo_(TV_series)	Fargo_(TV_series)
 	رده:فاریندولا	Category:Farindola	Farindola
 	رده:فارمینگتون، نیوهمپشایر	Category:Farmington,_New_Hampshire	Farmington,_New_Hampshire
 	رده:فارمینگتون، یوتا	Category:Farmington,_Utah	Farmington,_Utah
 	رده:فاسانو	Category:Fasano	Fasano
 	رده:فاطمه جناح	Category:Fatima_Jinnah	Fatima_Jinnah
 	رده:فاورشام	Category:Faversham	Faversham
 	رده:فی داناوی	Category:Faye_Dunaway	Faye_Dunaway
 	رده:فییتویل، ویرجینیای غربی	Category:Fayetteville,_West_Virginia	Fayetteville,_West_Virginia
 	رده:از مردگان متحرک بترسید	Category:Fear_the_Walking_Dead	Fear_the_Walking_Dead
 	رده:جام فد	Category:Fed_Cup	Fed_Cup
 	رده:جمهوری فدرال آمریکای مرکزی	Category:Federal_Republic_of_Central_America	Federal_Republic_of_Central_America
 	رده:فدرالسبورگ، مریلند	Category:Federalsburg,_Maryland	Federalsburg,_Maryland
 	رده:فیدبک	Category:Feedback	Feedback
 	رده:فکه، ترکیه	Category:Feke	Feke
 	رده:باشگاه بسکتبال مردان فنرباغچه	Category:Fenerbahçe_Men's_Basketball	Fenerbahçe_Men's_Basketball
 	رده:فنتانیل	Category:Fentanyl	Fentanyl
 	رده:تخمیر در فرآوری غذایی	Category:Fermentation_in_food_processing	Fermentation_in_food_processing
